file_name,requirement_id_1,text_1,requirement_id_2,text_2,similarity,signal
2004 - rlcs.pdf,d9e6063902_R0133,"3.2.2.2 Any operator or system command, which changes the state of field control devices, must be checked for integrity at multiple levels in the RLCS.",d9e6063902_R0282,"Any operator or system command, which changes the state of field control devices, must be checked for integrity at multiple levels in Section VID",0.8846,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0550,Figure 3.3.1.2-1 TCS to DT Control Interface Diagram The TCS shall provide interfaces with the respective UAV program-provided data links for command and control and UAV data..,cac3ac0306_R1144,The TCS shall provide interfaces with the respective UAV program-provided data links for command and control and UAV data.,0.8841,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0618,3.7.2 Human Safety The TCS design shall provide protection against injury to TCS operators and maintenance personnel.,cac3ac0306_R1253,SSS357 The TCS design shall provide protection against injury to TCS operators and maintenance personnel.,0.8836,number_mismatch
2007 - nde.pdf,7e9463c544_R0160,3.2.9 Order Status Notification The System shall be capable of notifying registered users of the status of their orders.,7e9463c544_R0161,3.2.10 System Status Notification The System shall be capable of notifying registered users of the status of the System.,0.8835,number_mismatch
2004 - watcom gui.pdf,50c620f074_R0066,GUIGetDC() and GUIReleaseDC should not be called in GTK port.,50c620f074_R0079,gtk_widget_destroy() should be called in GTK port.,0.8833,negation_mismatch
1999 - tcs.pdf,cac3ac0306_R0407,"3.2.3.2 Payload Product Display Capability The TCS shall display live and recorded imagery data, with as well as without annotation and overlay, upon operator request.",cac3ac0306_R1065,"SSS195 The TCS shall display live or recorded imagery data, with or without annotation or overlay, upon operator request.",0.8818,number_mismatch
2001 - npac.doc,710fbbd28b_R0736,"NPAC SMS shall default the short Business Day Start Time tunable parameter to 7:00 AM, Central Time (standard/daylight).",710fbbd28b_R0737,"NPAC SMS shall default the long Business Day Start Time tunable parameter to 8:00 AM, Central Time (standard/daylight).",0.8799,number_mismatch
2003 - agentmom.pdf,e5e7157c09_R0080,3.2.5.1 *agentMom with shall support the use of the architecture that agent directly controls the conversations.,e5e7157c09_R0081,3.2.5.2 *agentMom shall support the use of the architecture that agent’s components control the conversations.,0.8796,number_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0362,An audible and visual indication of an incoming call shall be provided.,3712be5ebe_R0444,7.2.2.13 An audible and visual indication of an incoming call shall be provided.,0.8793,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0593,3.4.6 Printer The TCS shall have ports for outputting data and imagery to an internal hard copy printer.,cac3ac0306_R1111,The TCS shall have ports for outputting data and imagery to a hard copy printer and recording SSS338,0.8787,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0421,"3.2.4.2 Target Accuracy Estimation Capability The TCS shall have the functionality to develop an estimate of the error in computed target coordinates,",cac3ac0306_R0910,"SSS208 The TCS shall have the functionality to develop an estimate of the error in computed target coordinates, and associate the error estimate with the appropriate target.",0.8783,number_mismatch
2005 - phin.pdf,266176c3ef_R0062,"2.2.1.4 Systems supporting OM must have the capability to capture data about any animals involved in an OM investigation, including:",266176c3ef_R0067,"2.2.1.6 Systems supporting OM must have the capability to capture data about any conveyance involved in an OM investigation, including:",0.877,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0346,"3.2.2.1.4 AV Launch/Recovery Task As an objective, the TCS shall support an automatic launch and recovery system.",cac3ac0306_R1044,"SSS135 As an objective, the TCS shall support an automatic launch and recovery system.",0.8763,number_mismatch
2004 - rlcs.pdf,d9e6063902_R0221,3.2.4.5 The system shall will employ a one-way hash function as an aid to maintaining the integrity of the data and software in the field.,d9e6063902_R0436,F.9 Control System Integrity Verification The system shall will employ a one-way hash function as an aid to encrypting and maintaining the integrity of the data and software in the field.,0.876,number_mismatch
2007 - nde.pdf,7e9463c544_R0669,resolved as quickly delivery of satellite the status of the as possible data to users problem resolution If problem is internal to application software systems and the problem is impacting product delivery or product quality then the problem shall be resolved within 24,7e9463c544_R0685,"If problem is internal to application software systems and the problem is impacting product delivery or product quality then the problem shall be resolved within 2, 12",0.8755,number_mismatch
2006 - eirene sys 15.pdf,5c9aabb311_R0369,"The National EIRENE Number shall consist of three distinct parts, as shown in figure",5c9aabb311_R0399,"The International EIRENE Number shall consist of three distinct parts, as shown in figure 9-2:",0.8749,number_mismatch
2009 - peppol.pdf,b0ec2accd9_R0392,It MUST be clearly defined which economic operator data are sensitive and belong to identity and access management.,b0ec2accd9_R0429,It has MUST be clearly defined which economic operator data are not-sensitive and belong to,0.8745,negation_mismatch
2000 - nasa x38.doc,b3fdf25c0f_R0279,"Only when memory alignment is permitted, Redundancy Management shall",b3fdf25c0f_R0287,"Redundancy Management shall [SRS236], if alignment is permitted,",0.8742,negation_mismatch
2008 - virtual ed.doc,0dd4cc7d02_R0065,▪ REQ-5 - Users must have antivirus software installed so they can,0dd4cc7d02_R0294,Users must have antivirus software installed so they can,0.8739,number_mismatch
2008 - virtual ed.doc,0dd4cc7d02_R0112,"selected, a window should let the user know they need to use the",0dd4cc7d02_R0132,"If no file is selected, a window should let the user know they need to",0.8719,negation_mismatch
1999 - tcs.pdf,cac3ac0306_R0451,"3.2.5.3 C4I Interface Monitoring Capability The TCS shall have the functionality to monitor the status of all C4I interfaces, and display appropriate control information.",cac3ac0306_R1160,"SSS239 The TCS shall have the functionality to monitor the status of all C4I interfaces, and display appropriate control information.",0.8717,number_mismatch
2001 - npac.doc,710fbbd28b_R1533,"NPAC SMS shall send, to the Old and New Service Providers, the status and a list of all Local SMSs that currently exist on the Failed SP List of an SV, upon successful recovery of the subscription data, with the exception of modify active or disconnect requests.",710fbbd28b_R1534,"NPAC SMS shall send, to the New Service Provider only, the status and a list of all Local SMSs that currently exist on the Failed SP List of an SV, upon successful recovery of the subscription data, specific to modify active or disconnect requests.",0.8703,negation_mismatch
1999 - tcs.pdf,cac3ac0306_R0194,The software will provide a high resolution computer generated graphical user interface that enables a UAV operator trained on one system to control different types of UAVs or UAV payloads with a minimum of additional training.,cac3ac0306_R0666,"3.10.3.1 Display The TCS software shall provide a high resolution, computer generated, graphical user interface that enables the UAV operator that is trained on one system to control different types of UAVs as well as UAV",0.8679,number_mismatch
2001 - npac.doc,710fbbd28b_R0821,"NPAC SMS shall provide an error dialog that displays the unique error message described in RR3-86 and RR3-87, and provides an option for the NPAC",710fbbd28b_R0849,"NPAC SMS shall provide an error dialog that displays the unique error message described in RR3-104 and RR3-105, and provides an option for the",0.8677,number_mismatch
1998 - themas.pdf,63762168d3_R0239,3.1.5.1.1 Introduction The THEMAS system shall control each of the heating and cooling units that are defined for the system.,63762168d3_R0259,3.1.5.3.1 Introduction The THEMAS system shall control the heating and cooling units that are designated as part of the THEMAS system.,0.8676,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0559,Figure 3.3.1.4-1 TCS to External Data Storage System Interface Diagram The TCS shall provide an interface between the TCS and external data storage systems.,cac3ac0306_R1122,SSS317 The TCS shall provide an interface between the TCS and external data storage systems.,0.8653,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0377,"The operator shall be able to manually override any automatic data terminal control mode selection if desired, except during Emission Control (EMCON) and Hazards of Electromagnetic Radiation to Ordnance",cac3ac0306_R1008,SSS163 The operator shall be able to manually override any automatic data terminal control mode selection if desired.,0.8647,negation_mismatch
1999 - tcs.pdf,cac3ac0306_R1272,The TCS shall comply with the Assistant Secretary of Defense (C3I) Joint Technical Architecture SSS394,cac3ac0306_R1273,"This includes, but is not limited to, the language, the computer, database, architecture, and The TCS shall comply with the Assistant Secretary of Defense (C3I) Joint Technical Architecture interoperability.",0.8644,negation_mismatch
1998 - themas.pdf,63762168d3_R0179,3.1.1.4.3 Processing The trigger values shall reside in an initialization file.,63762168d3_R0185,3.1.1.5.3 Processing The overtemperature values shall reside in an initialization file.,0.8639,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0422,3.2.5 C4I System Interface Function The TCS shall be capable of entering DII-COE compliant (C4I) networks.,cac3ac0306_R1284,SSS209 The TCS shall be capable of entering DII-COE compliant (C4I) networks.,0.8634,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0422,3.2.5 C4I System Interface Function The TCS shall be capable of entering DII-COE compliant (C4I) networks.,cac3ac0306_R1281,The TCS shall be capable of entering DII-COE compliant (C4I) networks.,0.8634,number_mismatch
2001 - esa.pdf,7dfd402cda_R0077,ASPERA-3 data shall be provided to NASA PDS in PDS-compliant form.,7dfd402cda_R0079,ASPERA-3 data shall be provided to NASA PDS no later than 6,0.8634,number_mismatch
1998 - themas.pdf,63762168d3_R0157,3.1.1.1.1 Introduction The THEMAS system shall control t he heating and cooling units that are defined as part of the THEMAS system.,63762168d3_R0259,3.1.5.3.1 Introduction The THEMAS system shall control the heating and cooling units that are designated as part of the THEMAS system.,0.8627,number_mismatch
2003 - pnnl.pdf,69f4f47b18_R0269,3.5.1.5 The main menu entitled “File” shall contain the following menu items in the following order:,69f4f47b18_R0270,3.5.1.6 The main menu entitled “Status” shall contain the following menu items in the following order:,0.8615,number_mismatch
2005 - phin.pdf,266176c3ef_R0057,"2.2.1.1 Systems supporting OM must have the capability to capture demographic data about persons involved in an OM investigation, including:",266176c3ef_R0060,"2.2.1.3 Systems supporting OM must have the capability to capture data about locations involved in an OM investigation, including:",0.861,number_mismatch
1999 - tcs.pdf,cac3ac0306_R1378,The threshold system must be capable of 12 Threshold,cac3ac0306_R1416,(CEP) must have a threshold of,0.8599,number_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0650,13.2.3.1i Speech should be possible to allow a controller receiving the warning tone to give information.,3712be5ebe_R0651,"13.2.3.2 Additionally, speech should be possible to allow other mobile users receiving the warning tone to give information.",0.8582,number_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0159,"5.2.2.16 If the train moves out of the group call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the driver.",3712be5ebe_R0209,"5.2.2.55 If the train moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the driver.",0.8576,number_mismatch
2005 - clarus low.pdf,cec50ac98a_R0172,"The Clarus system shall acquire, process, and disseminate environmental metadata.",cec50ac98a_R0490,"H-020 The Clarus system shall acquire, process, and disseminate environmental data.",0.8569,number_mismatch
2001 - hats.pdf,502e30223d_R0192,[SRSreq 25] The HATS-GUI shall allow the user to select the colors for types of displayed nodes in a displayed graph.,502e30223d_R0194,[SRSreq 26] The HATS-GUI shall allow the user to select the shapes for types of displayed nodes in a displayed graph.,0.8559,number_mismatch
2006 - eirene sys 15.pdf,5c9aabb311_R0273,"If implemented, the Public Address interface should comply with the specifications of the UIC Fiche [UIC 568].",5c9aabb311_R0274,"If implemented, the UIC interface should comply with the specifications of the UIC",0.8551,number_mismatch
2001 - npac.doc,710fbbd28b_R0642,NPAC SMS shall report an error to NPAC personnel and reject the NPA Split upon determining that the new or old NPA-NXX(s) involved in an NPA Split do not exist when the NPA Split information is entered.,710fbbd28b_R0670,NPAC SMS shall report an error to NPAC personnel and reject the NPA Split upon determining that an old NPA-NXX involved in an NPA Split is currently involved in another NPA Split.,0.8546,negation_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0362,An audible and visual indication of an incoming call shall be provided.,3712be5ebe_R0447,7.2.2.15 A short audible and visual indication of the incoming call shall be provided.,0.8532,number_mismatch
2009 - warc III.pdf,978535a11a_R0103,FR 20 — It shall be possible to repackage WARC files by filtering records based on MIME-Types.,978535a11a_R0104,FR 21 — It shall be possible to repackage WARC files by filtering records based on size.,0.8529,number_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0594,11.3.2.1 The functional addressing scheme shall be supported by a straightforward procedure for registration of functional numbers.,3712be5ebe_R0603,11.3.3.1 The functional addressing scheme shall be supported by a straightforward procedure for deregistration of functional numbers.,0.8523,number_mismatch
2004 - rlcs.pdf,d9e6063902_R0147,3.2.2.4.6 Critical alarms shall be generated when one or more of these conditions are met.,d9e6063902_R0159,3.2.2.4.7 Warning alarms shall be generated when one or more of these conditions are met.,0.8522,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0563,Figure 3.3.1.5-1TCS to External Power Interface Diagram The TCS shall have an interface between the TCS and DoD standard power supply equipment.,cac3ac0306_R1192,SSS319 The TCS shall have an interface between the TCS and DoD standard power supply equipment.,0.8504,number_mismatch
2007 - mdot.pdf,deb4b8a723_R0217,"The traffic information browser shall allow a user to query traffic-related information using a web browser capable of supporting HTML 4.01, JavaScript (ECMA262 edition 3), and XML 1.0.",deb4b8a723_R0218,"The traffic information browser shall allow a user to view traffic-related information using a web browser capable of supporting HTML 4.01, JavaScript (ECMA-262",0.8502,number_mismatch
2001 - npac.doc,710fbbd28b_R0642,NPAC SMS shall report an error to NPAC personnel and reject the NPA Split upon determining that the new or old NPA-NXX(s) involved in an NPA Split do not exist when the NPA Split information is entered.,710fbbd28b_R0646,NPAC SMS shall report an error to NPAC personnel and reject the NPA Split upon determining that a new NPA-NXX involved in an NPA Split is currently involved in another NPA Split.,0.85,negation_mismatch
1999 - tcs.pdf,cac3ac0306_R0398,"3.2.3.1 Payload Product Processing Capability The TCS shall have the functionality to process payload product data from Electro Optical (EO), Infrared",cac3ac0306_R1068,"SSS182 The TCS shall have the functionality to process payload product data from Electro Optical (EO),",0.8493,number_mismatch
2001 - npac.doc,710fbbd28b_R0782,NPAC SMS shall validate that the NPA-NXX specified in the addition of Number Pooling NPA-NXX-X Holder information is a valid NPA-NXX defined in the NPAC SMS.,710fbbd28b_R0784,NPAC SMS shall validate that the NPA-NXX-X specified in the addition of Number Pooling NPA-NXX-X Holder Information is not a duplicate for another entry in the Number Pooling NPA-NXX-X Holder Information.,0.8492,negation_mismatch
2005 - phin.pdf,266176c3ef_R0057,"2.2.1.1 Systems supporting OM must have the capability to capture demographic data about persons involved in an OM investigation, including:",266176c3ef_R0067,"2.2.1.6 Systems supporting OM must have the capability to capture data about any conveyance involved in an OM investigation, including:",0.8476,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0331,3.2.2.1.1 AV Flight Control Task The TCS shall allow the operator to control an AV using the LOS as well as SATCOM data links.,cac3ac0306_R0945,SSS124 The TCS shall allow the operator to control an AV using the LOS or SATCOM data links.,0.8468,number_mismatch
2007 - e-store.doc,f9bd9c1124_R0160,The system shall provide a contractual agreement with an internet service provider for T3 access with 99.9999% availability.,f9bd9c1124_R0161,The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.,0.8461,number_mismatch
2000 - nasa x38.doc,b3fdf25c0f_R0279,"Only when memory alignment is permitted, Redundancy Management shall",b3fdf25c0f_R0281,"Redundancy Management shall [SRS281], during memory alignment,",0.8459,negation_mismatch
2010 - blit draft.pdf,2dff23407b_R0044,The system shall display the xxx tab as the default tab.,2dff23407b_R0052,"2.1.1.2.1.12 The user must have the flexibility to click any tab to commence the adding process, although the xxx Tab shall display as the default tab.",0.8457,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0294,The TCS shall analyze the flight route plan selected for uplink to determine that the flight constraints of the,cac3ac0306_R0980,SSS089 The TCS shall analyze the flight route plan selected for uplink to determine that the flight constraints of the AV and the limitation of the data link are not violated prior to transmission of the flight route plan to the AV.,0.8454,negation_mismatch
1999 - tcs.pdf,cac3ac0306_R0647,3.10.1.3 Power The TCS shall use standard military worldwide 110/220 volt 50/60 hertz generators and commercial power sources.,cac3ac0306_R1188,The TCS shall use standard military worldwide 110/220 volt 50/60 hertz generators and SSS385,0.8452,number_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0405,General purpose radios should be equipped with rechargeable batteries capable of providing a minimum of eight hours operation from a single charge based on the following cycle (see section 4.3.9):,3712be5ebe_R0500,Operational radios shall be equipped with rechargeable batteries capable of providing a minimum of eight hours operation from a single charge based on the following cycle,0.8419,number_mismatch
2005 - clarus low.pdf,cec50ac98a_R0264,CS shall accept environmental data described by definitions defined by the TMDD.,cec50ac98a_R0265,CS shall accept environmental data described by definitions defined by CMML version 2.,0.8414,number_mismatch
2001 - npac.doc,710fbbd28b_R1253,NPAC SMS shall create an old Subscription Version with a new version id for a disconnect-pending Subscription Version when the immediate or deferred disconnect request is received.,710fbbd28b_R1254,NPAC SMS shall broadcast no data to the Local SMSs due to the creation of an old Subscription Version with a new version id for a disconnect-pending Subscription Version when the immediate or deferred disconnect request is received.,0.8387,negation_mismatch
2001 - npac.doc,710fbbd28b_R1065,NPAC SMS shall if the old and new service provider timer types match set the subscription version timer type to that timer type.,710fbbd28b_R1066,NPAC SMS shall if the old and new service provider timer types do not match set the subscription version timer type to the longer timer type of the port out type for the old service provider and the port in type of the new service provider.,0.8381,negation_mismatch
2001 - npac.doc,710fbbd28b_R1885,"NPAC SMS shall sort the report listed in RR9-12, in the following order:",710fbbd28b_R1889,"NPAC SMS shall sort the report listed in RR9-16, in the following order:",0.8377,number_mismatch
2003 - agentmom.pdf,e5e7157c09_R0069,3.2.3.1 *agentMom shall support the ability to sent broadcast message.,e5e7157c09_R0070,3.2.3.2 *agentMom shall support the ability to receive broadcast message.,0.8376,number_mismatch
2007 - nde.pdf,7e9463c544_R0203,3.3.6 NPOESS Trouble Ticket Interface The System shall provide an operator console capable of interfacing with the NPOESS trouble ticketing system.,7e9463c544_R0204,3.3.7 ESPC Trouble Ticket Interface The System shall provide an operator console capable of interfacing with the ESPC trouble ticketing system.,0.8365,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0354,"3.2.2.1.5.1 AV Monitoring Displays The TCS shall display the AV status, to include but not be limited to the AV location and flight and avionics system status.",cac3ac0306_R1050,"SSS143 The TCS shall display the AV status, to include but not be limited to the AV location and system status.",0.8353,number_mismatch
1998 - themas.pdf,63762168d3_R0281,"If the system detects an invalid temperature, this process shall output a continuous series of alternating 500 Hz and 700 Hz beeps on the supervisor’s computer.",63762168d3_R0284,"If the system detects a temperature limit has been exceeded, this process shall output a continuous series of alternating 1000 Hz and 1500 Hz beeps on the supervisor’s computer.",0.8338,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0628,3.8.3 Physical Security The TCS shall be designed to protect its communication and data links against enemy Electronic Warfare,cac3ac0306_R0962,"SSS366 The TCS shall be designed to protect its communication and data links against enemy Electronic Warfare (EW) threats, physical anti-radiation weaponry and physical destruction.",0.8327,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0553,Figure 3.3.1.3-1 TCS to Printer Interface Diagram The TCS shall provide an interface between the TCS and an external hard copy printer.,cac3ac0306_R1115,SSS314 The TCS shall provide an interface between the TCS and an external hard copy printer.,0.8321,number_mismatch
2009 - peppol.pdf,b0ec2accd9_R0885,The contracting authorities shall recognise equivalent certificates from bodies established in other Member States.,b0ec2accd9_R0900,3.3.2.5 Scope of mutual recognition Description Article 52(5) states “that contracting authorities shall recognise equivalent certificates from bodies established in other Member States.,0.8315,number_mismatch
2005 - phin.pdf,266176c3ef_R0059,"2.2.1.2 Systems supporting OM must have the capability to capture data about organizations (e.g., a local health department, a university, a professional association) involved in an OM investigation, including:",266176c3ef_R0060,"2.2.1.3 Systems supporting OM must have the capability to capture data about locations involved in an OM investigation, including:",0.8312,number_mismatch
2004 - rlcs.pdf,d9e6063902_R0210,"The RLCS shall also store, process, and retrieve all data necessary to secure the system from unauthorized use.",d9e6063902_R0298,"3.5.2.1 The RLCS shall incorporate a database to store, process, and retrieve all data necessary to secure the system from unauthorized use.",0.8308,number_mismatch
2005 - clarus low.pdf,cec50ac98a_R0257,F-281 The Clarus system shall be able to receive weather data from weather service providers.,cec50ac98a_R0258,F-281D1 CS shall be able to receive weather data from weather service providers.,0.8305,number_mismatch
2005 - clarus low.pdf,cec50ac98a_R0402,QEDS shall be able to disseminate environmental data in netCDF version 3.6,cec50ac98a_R0403,QEDS shall be able to disseminate environmental data in HDF version 5,0.829,number_mismatch
1995 - gemini.pdf,07adf7522c_R0599,"Telescope start-up, measured from end of cold or warm start-up should be about 4 minutes.",07adf7522c_R0600,"Instrument start-up, measured from end of telescope start-up, should take 2 minutes or less.",0.8289,number_mismatch
2005 - clarus low.pdf,cec50ac98a_R0466,F-161 The Clarus system shall be able to implement quality checking rules for specific environmental situations.,cec50ac98a_R0469,F-161H1 QChS shall be able to implement quality checking rules for specific environmental situations.,0.8274,number_mismatch
2001 - npac.doc,710fbbd28b_R0827,"NPAC SMS shall provide output destination options, as listed in R9-2, for the Pending-Like No-Active Subscription Version(s) and Pending-Like Port-to",710fbbd28b_R0855,"NPAC SMS shall provide output destination options, as listed in R9-2, for the Pending-Like With Active POOL Subscription Version(s) and Pending-Like Port-to-Original Subscription Version(s) Report, based on the error condition in RR3-108.1.",0.8273,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0346,"3.2.2.1.4 AV Launch/Recovery Task As an objective, the TCS shall support an automatic launch and recovery system.",cac3ac0306_R1043,The TCS shall support an automatic launch and recovery system.,0.8268,number_mismatch
2001 - hats.pdf,502e30223d_R0382,"[SRSreq 131] For text windows, the keyboard cursor location shall move according the following rules:",502e30223d_R0384,"[SRSreq 133] For displayed graph windows, the keyboard cursor location shall move according the following rules:",0.8257,number_mismatch
2001 - hats.pdf,502e30223d_R0292,"[SRSreq 88] When a user selects the View/Standard Error menu option, the HATS-GUI shall display the standard error screen showing all outputs written to the standard error stream since the most recent clearing of this data.",502e30223d_R0293,"[SRSreq 89] When a user selects the View/Standard Output menu option, the HATS-GUI shall display the standard error screen showing all outputs written to the standard output stream since the most recent clearing of this data.",0.8244,number_mismatch
2006 - eirene sys 15.pdf,5c9aabb311_R0097,DTMF from a controller terminal and if the controller was not previously talking it should indicate its recognition by playing a single DTMF grant tone “# ” of duration of,5c9aabb311_R0334,The terminal of the controller should receive a single DTMF grant tone “#” of duration,0.824,negation_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0171,"5.2.2.25 If the system is not able to connect the call, an audible and visual indication shall be provided to the driver.",3712be5ebe_R0437,"If the system is not able to connect the call, an audible and visual indication shall be provided to the user.",0.8235,number_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0157,5.2.2.14 The call shall be connected to the loudspeaker until the driver picks up the handset.,3712be5ebe_R0168,5.2.2.22 The call shall be connected to the loudspeaker until the driver picks up the handset.,0.8228,number_mismatch
1999 - tcs.pdf,cac3ac0306_R1101,"The TCS shall be in compliance with Common Imagery Ground Surface Station (CIGSS), United SSS408 States Imagery Standards (USIS), and GCCS when processing payload imagery data.",cac3ac0306_R1104,"SSS185 The TCS shall be in compliance with Common Imagery Ground Surface Station (CIGSS), United States Imagery Standards (USIS), National Imagery Transmission Format (NITF) Version 2.0 and Global Command Control Systems (GCCS) when processing payload imagery data.",0.8227,number_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0160,"5.2.2.17 If the system is not able to connect the call, an audible and visual indication shall be provided to the driver.",3712be5ebe_R0437,"If the system is not able to connect the call, an audible and visual indication shall be provided to the user.",0.8223,number_mismatch
2004 - rlcs.pdf,d9e6063902_R0203,"3.2.3.3 At any point in an opening or closing sequence, the sequence shall be halted if:",d9e6063902_R0415,"At any point in an opening sequence, the sequence shall be halted if:",0.8223,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0299,"3.2.1.1.1 Map Display Task The TCS shall provide the capability of displaying overlays each containing 100 simultaneous icons of known fire support coordination zones [SSS549], airspace control zones [SSS550], threat systems",cac3ac0306_R1017,SSS549 The TCS shall provide the capability of displaying overlays each containing 100 simultaneous icons of known fire support coordination zones.,0.8219,number_mismatch
2005 - microcare.pdf,220065c6fd_R0125,For example HP0001SC0001 Staff type (should be select from list of staff type listing from Staff Type Master),220065c6fd_R0126,"If any of the staff type is not available in the system, then the system should have the provision to navigate quickly to staff type master to enter the new staff type and then back to Staff Master screen.",0.8208,negation_mismatch
2004 - rlcs.pdf,d9e6063902_R0203,"3.2.3.3 At any point in an opening or closing sequence, the sequence shall be halted if:",d9e6063902_R0424,"Barrier Gate At any point in a closing sequence, the sequence shall be halted if either:",0.8188,number_mismatch
2005 - phin.pdf,266176c3ef_R0059,"2.2.1.2 Systems supporting OM must have the capability to capture data about organizations (e.g., a local health department, a university, a professional association) involved in an OM investigation, including:",266176c3ef_R0067,"2.2.1.6 Systems supporting OM must have the capability to capture data about any conveyance involved in an OM investigation, including:",0.8183,number_mismatch
2001 - hats.pdf,502e30223d_R0401,[SRSreq 140] The HATS-GUI shall provide for repeating a search.,502e30223d_R0403,[SRSreq 141] The HATS-GUI shall provide for repeating a search in the reverse direction.,0.8178,number_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0207,"5.2.2.54 In a group call, an audible and visual indication of whether the request to talk was successful shall be provided.",3712be5ebe_R0371,"6.2.2.13 In a group call, an audible and visual indication of whether the request was successful shall be provided.",0.8177,number_mismatch
2001 - npac.doc,710fbbd28b_R0595,NPAC SMS shall create an old Subscription Version with a new version id for an active Subscription Version involved in a mass update before applying changes.,710fbbd28b_R0596,NPAC SMS shall broadcast no data to the Local SMSs due to the creation of an old Subscription Version with a new version id for an active Subscription Version involved in a mass update before applying changes.,0.8176,negation_mismatch
2005 - clarus low.pdf,cec50ac98a_R0296,The Clarus system shall log data transactions.,cec50ac98a_R0326,F-905 The Clarus system shall log data transactions.,0.8172,number_mismatch
2009 - inventory 2.0.pdf,d2fbe92214_R0036,"The available options in the Material, Finish, Color and Features selectors should be the ones defined for the selected department (see Manage Attributes and Details)",d2fbe92214_R0290,"1.3.1.Description The Category field is a link to the inventory matrix view, which allows you to select a new category by drilling down to any existing category The available options in the Material, Finish, Color and Features selectors should be the ones defined for the selected department (see Manage Attributes and Details)",0.8129,number_mismatch
2007 - nde.pdf,7e9463c544_R0282,"During the NPP mission, the System shall be capable of supporting product volumes of 4 Terrabytes per day of input and 8 Terabytes per day of output.",7e9463c544_R0286,"During the NPOESS-C2 mission, the System shall be capable of supporting product volumes of 8 Terabytes per day of input and 16 Terabytes per day of output.",0.8123,number_mismatch
1999 - multi-mahjong.html,3af482f591_R0084,"The MultiMahjongClient must only allow players to make moves according to the Chinese rules of Mahjong as described in the rulebook, """,3af482f591_R0118,The CO must play moves according to the Chinese rules of Mahjong.,0.812,negation_mismatch
2001 - hats.pdf,502e30223d_R0283,"[SRSreq 82] When a user selects the Run/Parse Target menu option, the HATS-GUI shall parse the selected target program by using the ParseTarget HATS-SML programs as described in Appendix D.",502e30223d_R0285,"[SRSreq 83] When a user selects the Run/Parse Program menu option, the HATS-GUI shall parse the selected transformation language program by using the ParseTlp HATS-SML programs as described in Appendix D.",0.8114,number_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0209,"5.2.2.55 If the train moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the driver.",3712be5ebe_R0455,"7.2.2.22 If the user moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the user.",0.8112,number_mismatch
2007 - nde.pdf,7e9463c544_R0564,The operators shall 100% of all requests Reports generated from respond to all for information shall User Request Tracking requests for be completed or Tool will be presented to information within 2 reassigned to subject the government monthly.,7e9463c544_R0566,The operators shall 100% of all requests Reports generated from respond to all for assistance shall User Request Tracking requests for be completed Tool will be presented to printouts.,0.811,number_mismatch
2000 - nasa x38.doc,b3fdf25c0f_R0279,"Only when memory alignment is permitted, Redundancy Management shall",b3fdf25c0f_R0280,Redundancy Management shall [SRS125] perform memory alignment on a,0.8101,negation_mismatch
1999 - tcs.pdf,cac3ac0306_R0826,3.16 Other Requirements The TCS shall have an objective capability to be integrated and operated from tactical and command and control aircraft.,cac3ac0306_R1203,SSS531 The TCS shall have the capability to be integrated and operated from tactical and command and control aircraft.,0.8099,number_mismatch
